zz,dtcode,disticname,sdtcode,subdisticname,tvcode,villagename
29,573,Mandya,5548,Pandavapura ,614050,Balaghatta
29,573,Mandya,5548,Pandavapura ,614051,Naranapura
29,573,Mandya,5548,Pandavapura ,614052,Madenahalli
29,573,Mandya,5548,Pandavapura ,614053,Melukote
29,573,Mandya,5548,Pandavapura ,614054,Kanagonahalli
29,573,Mandya,5548,Pandavapura ,614055,Garudapura
29,573,Mandya,5548,Pandavapura ,614056,Doddighatta
29,573,Mandya,5548,Pandavapura ,614057,Kadalagere
29,573,Mandya,5548,Pandavapura ,614058,Kadenahalli
29,573,Mandya,5548,Pandavapura ,614059,Heggadahalli
29,573,Mandya,5548,Pandavapura ,614060,Gowdagere
29,573,Mandya,5548,Pandavapura ,614061,Devarahalli
29,573,Mandya,5548,Pandavapura ,614062,Jakkanahalli
29,573,Mandya,5548,Pandavapura ,614063,Kajji Koppal
29,573,Mandya,5548,Pandavapura ,614064,Arakanakere
29,573,Mandya,5548,Pandavapura ,614065,Sangapura
29,573,Mandya,5548,Pandavapura ,614066,Bolenahalli
29,573,Mandya,5548,Pandavapura ,614067,Narahalli
29,573,Mandya,5548,Pandavapura ,614068,Anunahalli
29,573,Mandya,5548,Pandavapura ,614069,Borapura
29,573,Mandya,5548,Pandavapura ,614070,Shamboonahalli
29,573,Mandya,5548,Pandavapura ,614071,Nyamanahalli
29,573,Mandya,5548,Pandavapura ,614072,Amruthi
29,573,Mandya,5548,Pandavapura ,614073,M. Shettihalli
29,573,Mandya,5548,Pandavapura ,614074,Manikyanahalli
29,573,Mandya,5548,Pandavapura ,614075,Bellale
29,573,Mandya,5548,Pandavapura ,614076,Neelanahalli
29,573,Mandya,5548,Pandavapura ,614077,Laxmi Sagar
29,573,Mandya,5548,Pandavapura ,614078,Mahadeshwarapura
29,573,Mandya,5548,Pandavapura ,614079,Rangapura
29,573,Mandya,5548,Pandavapura ,614080,Seeranahalli
29,573,Mandya,5548,Pandavapura ,614081,Hosakote
29,573,Mandya,5548,Pandavapura ,614082,Menagara
29,573,Mandya,5548,Pandavapura ,614083,Kanchanahalli
29,573,Mandya,5548,Pandavapura ,614084,Halebeedu
29,573,Mandya,5548,Pandavapura ,614085,Beeranahalli
29,573,Mandya,5548,Pandavapura ,614086,Athiganahalli
29,573,Mandya,5548,Pandavapura ,614087,S. Kodagahalli
29,573,Mandya,5548,Pandavapura ,614088,Sunkathonnur
29,573,Mandya,5548,Pandavapura ,614089,Madrahalli
29,573,Mandya,5548,Pandavapura ,614090,Nallahalli
29,573,Mandya,5548,Pandavapura ,614091,Kalenahalli
29,573,Mandya,5548,Pandavapura ,614092,Anavalu
29,573,Mandya,5548,Pandavapura ,614093,Singapura
29,573,Mandya,5548,Pandavapura ,614094,Huligere
29,573,Mandya,5548,Pandavapura ,614095,Hosahalli
29,573,Mandya,5548,Pandavapura ,614096,Maramahalli
29,573,Mandya,5548,Pandavapura ,614097,Valagere Devarahalli
29,573,Mandya,5548,Pandavapura ,614098,Chokanahalli
29,573,Mandya,5548,Pandavapura ,614099,Kuppahalli
29,573,Mandya,5548,Pandavapura ,614100,Chittanahalli
29,573,Mandya,5548,Pandavapura ,614101,G.Shettihalli
29,573,Mandya,5548,Pandavapura ,614102,Yeregowdanahalli
29,573,Mandya,5548,Pandavapura ,614103,Kodala
29,573,Mandya,5548,Pandavapura ,614104,Kamanayakanahalli
29,573,Mandya,5548,Pandavapura ,614105,Narayanapura
29,573,Mandya,5548,Pandavapura ,614106,Nallenahalli
29,573,Mandya,5548,Pandavapura ,614107,Kadaba
29,573,Mandya,5548,Pandavapura ,614108,Sanaba
29,573,Mandya,5548,Pandavapura ,614109,Thirumalapura
29,573,Mandya,5548,Pandavapura ,614110,Dodda Bhoganahalli
29,573,Mandya,5548,Pandavapura ,614111,Illenahalli
29,573,Mandya,5548,Pandavapura ,614112,Molenahalli
29,573,Mandya,5548,Pandavapura ,614113,Kurubaramanchanahalli
29,573,Mandya,5548,Pandavapura ,614114,Kanaganahalli
29,573,Mandya,5548,Pandavapura ,614115,Morasanahalli
29,573,Mandya,5548,Pandavapura ,614116,Lingapura
29,573,Mandya,5548,Pandavapura ,614117,Chikkaboganahalli
29,573,Mandya,5548,Pandavapura ,614118,Kurubaramallenahalli
29,573,Mandya,5548,Pandavapura ,614119,Chinakurali
29,573,Mandya,5548,Pandavapura ,614120,Gummanahalli
29,573,Mandya,5548,Pandavapura ,614121,Valalekatte Koppal
29,573,Mandya,5548,Pandavapura ,614122,Dinka
29,573,Mandya,5548,Pandavapura ,614123,Dinka Settihalli
29,573,Mandya,5548,Pandavapura ,614124,Settihallikaval
29,573,Mandya,5548,Pandavapura ,614125,Dinkadakaval
29,573,Mandya,5548,Pandavapura ,614126,Molesandra
29,573,Mandya,5548,Pandavapura ,614127,Moodanahalli
29,573,Mandya,5548,Pandavapura ,614128,Honaganahalli
29,573,Mandya,5548,Pandavapura ,614129,Kanivekoppalu
29,573,Mandya,5548,Pandavapura ,614130,Madarahalli
29,573,Mandya,5548,Pandavapura ,614131,Bebibettadakaval
29,573,Mandya,5548,Pandavapura ,614132,Beby
29,573,Mandya,5548,Pandavapura ,614133,Jagate Mallenahalli
29,573,Mandya,5548,Pandavapura ,614134,Alpahalli
29,573,Mandya,5548,Pandavapura ,614135,Bannangadi
29,573,Mandya,5548,Pandavapura ,614136,Bindahalli
29,573,Mandya,5548,Pandavapura ,614137,Bindahallikaval
29,573,Mandya,5548,Pandavapura ,614138,Malligerekaval
29,573,Mandya,5548,Pandavapura ,614139,Sundahalli
29,573,Mandya,5548,Pandavapura ,614140,Kaggalipura
29,573,Mandya,5548,Pandavapura ,614141,Malligere
29,573,Mandya,5548,Pandavapura ,614142,Anthanahalli
29,573,Mandya,5548,Pandavapura ,614143,Giriyarahalli
29,573,Mandya,5548,Pandavapura ,614144,Kannambadi
29,573,Mandya,5548,Pandavapura ,614145,Basthihalli
29,573,Mandya,5548,Pandavapura ,614146,Haganahalli
29,573,Mandya,5548,Pandavapura ,614147,Katteri
29,573,Mandya,5548,Pandavapura ,614148,Chikkayarahalli
29,573,Mandya,5548,Pandavapura ,614149,Duddaghatta
29,573,Mandya,5548,Pandavapura ,614150,Katterinala
29,573,Mandya,5548,Pandavapura ,614151,Seethapura
29,573,Mandya,5548,Pandavapura ,614152,Aralakuppe
29,573,Mandya,5548,Pandavapura ,614153,Haravu
29,573,Mandya,5548,Pandavapura ,614154,Hosa Koppal
29,573,Mandya,5548,Pandavapura ,614155,Aralakuppenala
29,573,Mandya,5548,Pandavapura ,614156,Chaluvarasanakoppal
29,573,Mandya,5548,Pandavapura ,614157,Yenne Hole Koppal
29,573,Mandya,5548,Pandavapura ,614158,Hulkere
29,573,Mandya,5548,Pandavapura ,614159,Kenchanahalli
29,573,Mandya,5548,Pandavapura ,614160,Desavahalli
29,573,Mandya,5548,Pandavapura ,614161,Pattanagere
29,573,Mandya,5548,Pandavapura ,614162,Thonnur
29,573,Mandya,5548,Pandavapura ,614163,Devarayanapatna
29,573,Mandya,5548,Pandavapura ,614164,Ingalaguppe
29,573,Mandya,5548,Pandavapura ,614165,Thirumalasagara Chatra
29,573,Mandya,5548,Pandavapura ,614166,Baleathiguppe
29,573,Mandya,5548,Pandavapura ,614167,Bittanayakanahalli
29,573,Mandya,5548,Pandavapura ,614168,Koranahalli
29,573,Mandya,5548,Pandavapura ,614169,Ganadahosur
29,573,Mandya,5548,Pandavapura ,614170,Nuggahalli
29,573,Mandya,5548,Pandavapura ,614171,Kurahatti
29,573,Mandya,5548,Pandavapura ,614172,Vadesamudra
29,573,Mandya,5548,Pandavapura ,614173,Agatahalli
29,573,Mandya,5548,Pandavapura ,614174,Dodda Byadarahalli
29,573,Mandya,5548,Pandavapura ,614175,Talasasana
29,573,Mandya,5548,Pandavapura ,614176,Chikkabyadarahalli
29,573,Mandya,5548,Pandavapura ,614177,Kanagana Maradi
29,573,Mandya,5548,Pandavapura ,614178,Thirumalapura
29,573,Mandya,5548,Pandavapura ,614179,Madake Patna
29,573,Mandya,5548,Pandavapura ,614180,Chikkamaralli
29,573,Mandya,5548,Pandavapura ,614181,Hiremarali
29,573,Mandya,5548,Pandavapura ,614182,Mattakere
29,573,Mandya,5548,Pandavapura ,614183,Chikkade
29,573,Mandya,5548,Pandavapura ,614184,Pattasomanahalli
29,573,Mandya,5548,Pandavapura ,614185,Thyavadahalli
29,573,Mandya,5548,Pandavapura ,614186,Mugur Koppal
29,573,Mandya,5548,Pandavapura ,614187,Kachenahalli
29,573,Mandya,5548,Pandavapura ,614188,Haralahalli
29,573,Mandya,5548,Pandavapura ,614189,Pandavapura (Hirode) Rural
29,573,Mandya,5548,Pandavapura ,614190,Beerasettihalli
29,573,Mandya,5548,Pandavapura ,614191,Bevinakuppe
29,573,Mandya,5548,Pandavapura ,614192,Banaghatta
29,573,Mandya,5548,Pandavapura ,614193,Kodihalli Hosur
29,573,Mandya,5548,Pandavapura ,614194,Sankanahalli
29,573,Mandya,5548,Pandavapura ,614195,Rangana Koppal
29,573,Mandya,5548,Pandavapura ,614196,Chandre
29,573,Mandya,5548,Pandavapura ,614197,Bijjanahalli
29,573,Mandya,5548,Pandavapura ,614198,Purusanakoppalu
29,573,Mandya,5548,Pandavapura ,614199,Vaddarahalli
29,573,Mandya,5548,Pandavapura ,614200,Hullikere Koppalu
29,573,Mandya,5548,Pandavapura ,614201,Chagasettihalli
29,573,Mandya,5548,Pandavapura ,614202,Shyadanahalli
29,573,Mandya,5548,Pandavapura ,614203,Molenahalli
29,573,Mandya,5548,Pandavapura ,614204,Mandibettahalli
29,573,Mandya,5548,Pandavapura ,614205,Kurubarabettahalli
29,573,Mandya,5548,Pandavapura ,614206,Shamboonahalli
29,573,Mandya,5548,Pandavapura ,614207,Harohalli *
29,573,Mandya,5548,Pandavapura ,614208,Damadahalli
29,573,Mandya,5548,Pandavapura ,614209,Kennalu
29,573,Mandya,5548,Pandavapura ,614210,Manchanahalli
29,573,Mandya,5548,Pandavapura ,614211,Yelekere
29,573,Mandya,5548,Pandavapura ,614212,Ukkada
29,573,Mandya,5548,Pandavapura ,614213,Kyathanahalli
29,573,Mandya,5548,Pandavapura ,614214,Puttayyanakoppalu
29,573,Mandya,5549,Shrirangapattana ,0,Shrirangapattana 
29,573,Mandya,5549,Shrirangapattana ,614215,Kadathanalu
29,573,Mandya,5549,Shrirangapattana ,614216,Makanakoppalu
29,573,Mandya,5549,Shrirangapattana ,614217,Achappana Koppalu
29,573,Mandya,5549,Shrirangapattana ,614218,Doddegowdanakoppalu
29,573,Mandya,5549,Shrirangapattana ,614219,Agrahara
29,573,Mandya,5549,Shrirangapattana ,614220,Rampura
29,573,Mandya,5549,Shrirangapattana ,614221,Kirangur
29,573,Mandya,5549,Shrirangapattana ,614222,Darasaguppe
29,573,Mandya,5549,Shrirangapattana ,614223,Nelamane
29,573,Mandya,5549,Shrirangapattana ,614224,Chindagirikoppalu
29,573,Mandya,5549,Shrirangapattana ,614225,Chinnenahalli
29,573,Mandya,5549,Shrirangapattana ,614226,Siddapura
29,573,Mandya,5549,Shrirangapattana ,614227,Ganangooru
29,573,Mandya,5549,Shrirangapattana ,614228,Gowdahalli
29,573,Mandya,5549,Shrirangapattana ,614229,T.M.Hosur
29,573,Mandya,5549,Shrirangapattana ,614230,Kalenahalli
29,573,Mandya,5549,Shrirangapattana ,614231,Neelana Koppalu
29,573,Mandya,5549,Shrirangapattana ,614232,Nagaraghatta Kaval
29,573,Mandya,5549,Shrirangapattana ,614233,Nagaraghatta
29,573,Mandya,5549,Shrirangapattana ,614234,M.Shettihalli
29,573,Mandya,5549,Shrirangapattana ,614235,Sabbanakuppe
29,573,Mandya,5549,Shrirangapattana ,614236,Ballenahalli
29,573,Mandya,5549,Shrirangapattana ,614237,Kudalakuppe
29,573,Mandya,5549,Shrirangapattana ,614238,K.Shettihalli
29,573,Mandya,5549,Shrirangapattana ,614239,Kallikoppalu
29,573,Mandya,5549,Shrirangapattana ,614240,Chinnayakanahalli
29,573,Mandya,5549,Shrirangapattana ,614241,Maralagala
29,573,Mandya,5549,Shrirangapattana ,614242,Allapatna
29,573,Mandya,5549,Shrirangapattana ,614243,Mundagadore
29,573,Mandya,5549,Shrirangapattana ,614244,Hangarahalli
29,573,Mandya,5549,Shrirangapattana ,614245,Vadiyandahalli
29,573,Mandya,5549,Shrirangapattana ,614246,G0Bbaragala
29,573,Mandya,5549,Shrirangapattana ,614247,Hunjanakere
29,573,Mandya,5549,Shrirangapattana ,614248,Channanakere
29,573,Mandya,5549,Shrirangapattana ,614249,Jakkanahalli
29,573,Mandya,5549,Shrirangapattana ,614250,Alagud
29,573,Mandya,5549,Shrirangapattana ,614251,Alagud Kaval
29,573,Mandya,5549,Shrirangapattana ,614252,Mollenahalli
29,573,Mandya,5549,Shrirangapattana ,614253,Chottahalli
29,573,Mandya,5549,Shrirangapattana ,614254,Hunasanahalli
29,573,Mandya,5549,Shrirangapattana ,614255,Kodiyala
29,573,Mandya,5549,Shrirangapattana ,614256,Aladahalli
29,573,Mandya,5549,Shrirangapattana ,614257,Peehalli
29,573,Mandya,5549,Shrirangapattana ,614258,Bannahalli
29,573,Mandya,5549,Shrirangapattana ,614259,Gamanahalli
29,573,Mandya,5549,Shrirangapattana ,614260,Vitalapura
29,573,Mandya,5549,Shrirangapattana ,614261,Neralekere
29,573,Mandya,5549,Shrirangapattana ,614262,Ballekere
29,573,Mandya,5549,Shrirangapattana ,614263,Bettahalli
29,573,Mandya,5549,Shrirangapattana ,614264,Chikkaharohalli
29,573,Mandya,5549,Shrirangapattana ,614265,Doddaharohalli
29,573,Mandya,5549,Shrirangapattana ,614266,Tadagavadi
29,573,Mandya,5549,Shrirangapattana ,614267,Dammanahalli
29,573,Mandya,5549,Shrirangapattana ,614268,Paramandahalli
29,573,Mandya,5549,Shrirangapattana ,614269,Garakahalli
29,573,Mandya,5549,Shrirangapattana ,614270,Arakere
29,573,Mandya,5549,Shrirangapattana ,614271,Madarahalli
29,573,Mandya,5549,Shrirangapattana ,614272,Gandehosahalli
29,573,Mandya,5549,Shrirangapattana ,614273,Hulikere
29,573,Mandya,5549,Shrirangapattana ,614274,Beechanakuppe
29,573,Mandya,5549,Shrirangapattana ,614275,Avverahalli
29,573,Mandya,5549,Shrirangapattana ,614276,Basthipura
29,573,Mandya,5549,Shrirangapattana ,614277,Anagahalli
29,573,Mandya,5549,Shrirangapattana ,614278,Pura
29,573,Mandya,5549,Shrirangapattana ,614279,Kuppedada
29,573,Mandya,5549,Shrirangapattana ,614280,Majjigepura
29,573,Mandya,5549,Shrirangapattana ,614281,Balamuri
29,573,Mandya,5549,Shrirangapattana ,614282,Yadathittu
29,573,Mandya,5549,Shrirangapattana ,614283,Karekura
29,573,Mandya,5549,Shrirangapattana ,614284,Belagola
29,573,Mandya,5549,Shrirangapattana ,614285,Mogarahalli
29,573,Mandya,5549,Shrirangapattana ,614286,Jakkanakuppe
29,573,Mandya,5549,Shrirangapattana ,614287,Hosahalli
29,573,Mandya,5549,Shrirangapattana ,614288,Kempalingapura
29,573,Mandya,5549,Shrirangapattana ,614289,Palahalli
29,573,Mandya,5549,Shrirangapattana ,614290,Karimanti
29,573,Mandya,5549,Shrirangapattana ,614291,Bommur Agrahara
29,573,Mandya,5549,Shrirangapattana ,614292,Brahmapura
29,573,Mandya,5549,Shrirangapattana ,614293,Naguvanahalli
29,573,Mandya,5549,Shrirangapattana ,614294,Belavadi
29,573,Mandya,5549,Shrirangapattana ,614295,Hosur
29,573,Mandya,5549,Shrirangapattana ,614296,Chandagalu
29,573,Mandya,5549,Shrirangapattana ,614297,Melapura
29,573,Mandya,5549,Shrirangapattana ,614298,Mahadevapura
29,573,Mandya,5549,Shrirangapattana ,614299,Bidarahalli
29,573,Mandya,5549,Shrirangapattana ,614300,Channahalli
29,573,Mandya,5549,Shrirangapattana ,614301,Kemmannupura
29,573,Mandya,5549,Shrirangapattana ,614302,Taripura
29,573,Mandya,5549,Shrirangapattana ,614303,Hebbadi
29,573,Mandya,5549,Shrirangapattana ,614304,Hampapura
29,573,Mandya,5549,Shrirangapattana ,614305,Huralikyathanahalli
29,573,Mandya,5549,Shrirangapattana ,614306,Doddankanahalli
29,573,Mandya,5549,Shrirangapattana ,614307,Chikkankanahalli
29,573,Mandya,5549,Shrirangapattana ,614308,Sugganahalli
29,573,Mandya,5549,Shrirangapattana ,614309,Bonthagahalli
29,573,Mandya,5549,Shrirangapattana ,614310,Hongalli (CT)
29,573,Mandya,5550,Mandya ,0,Mandya 
29,573,Mandya,5550,Mandya ,614311,Nanjenahalli
29,573,Mandya,5550,Mandya ,614312,Muthegere
29,573,Mandya,5550,Mandya ,614313,Kodagahalli
29,573,Mandya,5550,Mandya ,614314,Nayakanahalli
29,573,Mandya,5550,Mandya ,614315,Hullahalli
29,573,Mandya,5550,Mandya ,614316,Ankushapura
29,573,Mandya,5550,Mandya ,614317,Bennatti
29,573,Mandya,5550,Mandya ,614318,Shanbhoganahalli
29,573,Mandya,5550,Mandya ,614319,Vaddarahalli
29,573,Mandya,5550,Mandya ,614320,Heggadathahalli
29,573,Mandya,5550,Mandya ,614321,Muddanaghatta
29,573,Mandya,5550,Mandya ,614322,Naragalu
29,573,Mandya,5550,Mandya ,614323,Marasinganahalli
29,573,Mandya,5550,Mandya ,614324,Kambadahalli
29,573,Mandya,5550,Mandya ,614325,Balenahalli
29,573,Mandya,5550,Mandya ,614326,Machagowdanahalli
29,573,Mandya,5550,Mandya ,614327,Ganiga
29,573,Mandya,5550,Mandya ,614328,Shivapura
29,573,Mandya,5550,Mandya ,614329,Chikkakothagere
29,573,Mandya,5550,Mandya ,614330,Gorakabalhosahalli
29,573,Mandya,5550,Mandya ,614331,Chandagalu
29,573,Mandya,5550,Mandya ,614332,Thriyambakapura
29,573,Mandya,5550,Mandya ,614333,Rayashettipura
29,573,Mandya,5550,Mandya ,614334,Challanayakanahalli
29,573,Mandya,5550,Mandya ,614335,Hallegere
29,573,Mandya,5550,Mandya ,614336,Chikkaballi
29,573,Mandya,5550,Mandya ,614337,Mayappanahalli
29,573,Mandya,5550,Mandya ,614338,Chikkauparakanahalli
29,573,Mandya,5550,Mandya ,614339,Thangalagere
29,573,Mandya,5550,Mandya ,614340,Guthaganahalli
29,573,Mandya,5550,Mandya ,614341,Chakanahalli
29,573,Mandya,5550,Mandya ,614342,Doddakothagere
29,573,Mandya,5550,Mandya ,614343,Karekatte
29,573,Mandya,5550,Mandya ,614344,Bidarkatte
29,573,Mandya,5550,Mandya ,614345,Tavarekere
29,573,Mandya,5550,Mandya ,614346,Tharanagere
29,573,Mandya,5550,Mandya ,614347,Madveeranahalli
29,573,Mandya,5550,Mandya ,614348,Tirumalapura
29,573,Mandya,5550,Mandya ,614349,Basaralu
29,573,Mandya,5550,Mandya ,614350,Gundapura
29,573,Mandya,5550,Mandya ,614351,Kenchanahalli
29,573,Mandya,5550,Mandya ,614352,Harakadahalli
29,573,Mandya,5550,Mandya ,614353,M.Hatna
29,573,Mandya,5550,Mandya ,614354,Hunuganahalli
29,573,Mandya,5550,Mandya ,614355,Nandihalli
29,573,Mandya,5550,Mandya ,614356,Manuganahalli
29,573,Mandya,5550,Mandya ,614357,Hanaganahalli
29,573,Mandya,5550,Mandya ,614358,Hodagatta
29,573,Mandya,5550,Mandya ,614359,Baby
29,573,Mandya,5550,Mandya ,614360,Doddagarudanahalli
29,573,Mandya,5550,Mandya ,614361,Chokanahalli
29,573,Mandya,5550,Mandya ,614362,Upparakanahalli
29,573,Mandya,5550,Mandya ,614363,Gudigenahalli
29,573,Mandya,5550,Mandya ,614364,Ganthagowdanahalli
29,573,Mandya,5550,Mandya ,614365,G.Kebbahalli
29,573,Mandya,5550,Mandya ,614366,Hanchahalli
29,573,Mandya,5550,Mandya ,614367,Keregodu
29,573,Mandya,5550,Mandya ,614368,Maragowdanahalli
29,573,Mandya,5550,Mandya ,614369,Shivara
29,573,Mandya,5550,Mandya ,614370,Hodaghatta
29,573,Mandya,5550,Mandya ,614371,Danayakanapura
29,573,Mandya,5550,Mandya ,614372,Muddamgere
29,573,Mandya,5550,Mandya ,614373,Hongalimutt
29,573,Mandya,5550,Mandya ,614374,Alakere
29,573,Mandya,5550,Mandya ,614375,Eachagere
29,573,Mandya,5550,Mandya ,614376,Keelara
29,573,Mandya,5550,Mandya ,614377,Hulivana
29,573,Mandya,5550,Mandya ,614378,Doddabanasavadi
29,573,Mandya,5550,Mandya ,614379,Nallahalli
29,573,Mandya,5550,Mandya ,614380,Honnayakanahalli
29,573,Mandya,5550,Mandya ,614381,Chikkabanasavadi
29,573,Mandya,5550,Mandya ,614382,S.I.Kodihalli
29,573,Mandya,5550,Mandya ,614383,K.Gowdagere
29,573,Mandya,5550,Mandya ,614384,Bilidegilu
29,573,Mandya,5550,Mandya ,614385,B.Hosur
29,573,Mandya,5550,Mandya ,614386,Jeegundipatna
29,573,Mandya,5550,Mandya ,614387,Chamalapura
29,573,Mandya,5550,Mandya ,614388,Ankuppe
29,573,Mandya,5550,Mandya ,614389,Honnemadu
29,573,Mandya,5550,Mandya ,614390,G.Malligere
29,573,Mandya,5550,Mandya ,614391,Maralekere
29,573,Mandya,5550,Mandya ,614392,Chikkagangavadi
29,573,Mandya,5550,Mandya ,614393,Thippapura
29,573,Mandya,5550,Mandya ,614394,G.Hoshalli
29,573,Mandya,5550,Mandya ,614395,Javanahalli
29,573,Mandya,5550,Mandya ,614396,Mallenahalli
29,573,Mandya,5550,Mandya ,614397,Gerahalli(B)
29,573,Mandya,5550,Mandya ,614398,Billenahalli
29,573,Mandya,5550,Mandya ,614399,Bevakal
29,573,Mandya,5550,Mandya ,614400,B. Hatna
29,573,Mandya,5550,Mandya ,614401,Beechanahalli
29,573,Mandya,5550,Mandya ,614402,Bettahalli
29,573,Mandya,5550,Mandya ,614403,M. Honnenahalli
29,573,Mandya,5550,Mandya ,614404,Bommanahalli
29,573,Mandya,5550,Mandya ,614405,Managanahalli
29,573,Mandya,5550,Mandya ,614406,Mudagandur
29,573,Mandya,5550,Mandya ,614407,M.Hosahalli
29,573,Mandya,5550,Mandya ,614408,Sowdenahalli
29,573,Mandya,5550,Mandya ,614409,Maranahalli
29,573,Mandya,5550,Mandya ,614410,M.Kebbahalli
29,573,Mandya,5550,Mandya ,614411,Narasipuradakoppal
29,573,Mandya,5550,Mandya ,614412,Gunnaikanahalli
29,573,Mandya,5550,Mandya ,614413,Shambonahalli
29,573,Mandya,5550,Mandya ,614414,H. Malligere
29,573,Mandya,5550,Mandya ,614415,Goravale
29,573,Mandya,5550,Mandya ,614416,Mahadevarahalli
29,573,Mandya,5550,Mandya ,614417,Sampahalli
29,573,Mandya,5550,Mandya ,614418,Beeregowdanahalli
29,573,Mandya,5550,Mandya ,614419,B.Hosahalli
29,573,Mandya,5550,Mandya ,614420,Holalu
29,573,Mandya,5550,Mandya ,614421,Kiragandur
29,573,Mandya,5550,Mandya ,614422,Chandagal
29,573,Mandya,5550,Mandya ,614423,Chikkathammanahalli
29,573,Mandya,5550,Mandya ,614424,Mallanayakanakatte
29,573,Mandya,5550,Mandya ,614425,Gandalu
29,573,Mandya,5550,Mandya ,614426,Hadya
29,573,Mandya,5550,Mandya ,614427,Shivhalli
29,573,Mandya,5550,Mandya ,614428,Maradipura
29,573,Mandya,5550,Mandya ,614429,Madla
29,573,Mandya,5550,Mandya ,614430,Dudda
29,573,Mandya,5550,Mandya ,614431,Kannahatti
29,573,Mandya,5550,Mandya ,614432,Devarayapatna
29,573,Mandya,5550,Mandya ,614433,Hullenahalli
29,573,Mandya,5550,Mandya ,614434,Jayapura
29,573,Mandya,5550,Mandya ,614435,Mallegere
29,573,Mandya,5550,Mandya ,614436,Hulikere
29,573,Mandya,5550,Mandya ,614437,Madchakanahalli
29,573,Mandya,5550,Mandya ,614438,Bilaguli
29,573,Mandya,5550,Mandya ,614439,Maradevanahalli
29,573,Mandya,5550,Mandya ,614440,Maranachakanahalli
29,573,Mandya,5550,Mandya ,614441,Avverahalli
29,573,Mandya,5550,Mandya ,614442,Panakanahalli
29,573,Mandya,5550,Mandya ,614443,Mandya (Rural)
29,573,Mandya,5550,Mandya ,614444,Gopalapura
29,573,Mandya,5550,Mandya ,614445,H.Kodihalli
29,573,Mandya,5550,Mandya ,614446,Honaganahalli
29,573,Mandya,5550,Mandya ,614447,Kommerahalli
29,573,Mandya,5550,Mandya ,614448,Sathanur
29,573,Mandya,5550,Mandya ,614449,Ummadahalli
29,573,Mandya,5550,Mandya ,614450,Bellundagere
29,573,Mandya,5550,Mandya ,614451,Budanur
29,573,Mandya,5550,Mandya ,614452,Hyadarahalli
29,573,Mandya,5550,Mandya ,614453,Thumbakere
29,573,Mandya,5550,Mandya ,614454,Kachigere
29,573,Mandya,5550,Mandya ,614455,Hanakere
29,573,Mandya,5550,Mandya ,614456,Halasagere
29,573,Mandya,5550,Mandya ,614457,B.Gowdagere
29,573,Mandya,5550,Mandya ,614458,Kannalli
29,573,Mandya,5550,Mandya ,614459,Nodekoppalu
29,573,Mandya,5550,Mandya ,614460,Yelachakanahalli
29,573,Mandya,5550,Mandya ,614461,Ragimuddanahalli
29,573,Mandya,5550,Mandya ,614462,Uramarkasalagere
29,573,Mandya,5550,Mandya ,614463,Kalenahalli
29,573,Mandya,5550,Mandya ,614464,Yeliyur
29,573,Mandya,5550,Mandya ,614465,Y. Yarahalli
29,573,Mandya,5550,Mandya ,614466,Sundahalli
29,573,Mandya,5550,Mandya ,614467,Indavalu
29,573,Mandya,5550,Mandya ,614468,Bevinahalli
29,573,Mandya,5550,Mandya ,614469,Hullukere
29,573,Mandya,5550,Mandya ,614470,Kothathi
29,573,Mandya,5550,Mandya ,614471,Lalankere
29,573,Mandya,5550,Mandya ,614472,Mothahalli
29,573,Mandya,5550,Mandya ,614473,Santhekasalagere
29,573,Mandya,5550,Mandya ,614474,Managanahalli
29,573,Mandya,5550,Mandya ,614475,Kyathumgere
29,573,Mandya,5550,Mandya ,614476,Halahalli
29,573,Mandya,5550,Mandya ,614477,Guthalu
29,573,Mandya,5550,Mandya ,614478,Cheeranahalli
29,573,Mandya,5550,Mandya ,614479,Kammanaiyakanhalli
29,573,Mandya,5550,Mandya ,614480,Boothana Hosur
29,573,Mandya,5550,Mandya ,614481,Belur
29,573,Mandya,5550,Mandya ,614482,Kabbanahalli
29,573,Mandya,5550,Mandya ,614483,Thaggahalli
29,573,Mandya,5550,Mandya ,614484,Haluvadi
29,573,Mandya,5550,Mandya ,614485,Mangala
29,573,Mandya,5550,Mandya ,614486,Hebbakavadi
29,573,Mandya,5550,Mandya ,614487,Lokasara
29,573,Mandya,5550,Mandya ,614488,Pura
29,573,Mandya,5550,Mandya ,614489,Thimmanahosur
29,573,Mandya,5550,Mandya ,614490,Marasinganahalli
29,573,Mandya,5550,Mandya ,614491,T.Mallegere
29,573,Mandya,5550,Mandya ,614492,Sunagahalli
29,573,Mandya,5550,Mandya ,614493,Hemmige
29,573,Mandya,5551,Maddur ,0,Maddur 
29,573,Mandya,5551,Maddur ,614494,Bolare
29,573,Mandya,5551,Maddur ,614495,Kowdley
29,573,Mandya,5551,Maddur ,614496,Yadavanahalli
29,573,Mandya,5551,Maddur ,614497,Bekkalale
29,573,Mandya,5551,Maddur ,614498,Kirangur
29,573,Mandya,5551,Maddur ,614499,Halehalli
29,573,Mandya,5551,Maddur ,614500,Tarikere
29,573,Mandya,5551,Maddur ,614501,Somanahalli
29,573,Mandya,5551,Maddur ,614502,D. Malligere
29,573,Mandya,5551,Maddur ,614503,Hosagavi
29,573,Mandya,5551,Maddur ,614504,Maramgere
29,573,Mandya,5551,Maddur ,614505,Haralakere
